Id,Expected,Rooms,SqrMeters,Floor,Location,Centre,Description
1467,194000,1,36.1,1,Poznań Grunwald Łazarz ul. Parkowa,0,BEZPIECZNA TRANSAKCJA TYLKO Z LICENCJONOWANYM POŚREDNIKIEM! Na sprzedaż kawalerka z ODDZIELNĄ kuchnią w bezpośrednim sąsiedztwie Targów Poznańskich. Mieszkanie bardzo ciche blok znajduje się w drugiej linii zabudowy. Mieszkanie składa się z: -...
622,172000,1,30,8,Poznań Rataje Starołęka ul. Os. Boh. Ii Wojny Światowej,0,POLECAM bardzo zadbaną kawalerkę w doskonałej lokalizacji na Osiedlu Bohaterów II Wojny Światowej (Rataje) w Poznaniu!!! OPIS MIESZKANIA: Bardzo zadbana kawalerka o powierzchni 30m2 znajduje się na ósmym piętrze w dziesięciopiętrowym bloku....
684,299000,3,59.1,2,Poznań Stare Miasto ul. Os.Bolesława Śmiałego,0,BARDZO ŁADNE MIESZKANIE W NISKIM BLOKU NA POZNAŃSKIM PIĄTKOWIE !!! Oferujemy na sprzedaż bardzo ładne 3 pokojowe mieszkanie ( pokoje niezależne ) w niskim bloku na poznańskim Piątkowie w Poznaniu !!! Mieszkanie znajduje się na II piętrze w...
543,320698,3,54.13,1,Poznań Piątkowo ul. Kurpińskiego,0,Nieruchomości Mieszkania Nieruchomości Mieszkania
4422,279000,2,34,1,Poznań Stare Miasto ul. ,1,Przedmiotem tej oferty jest nowe 2 pokojowe mieszkanie i urządzone na I piętrze oficyny w kamienicy z ok. 1920r. Budynek po całkowitej pieczołowicie i starannie zrobionej rewitalizacji. Pięknie zachowane oryginalne elementy wnętrza jak i...
563,281179,2,47.02,1,Poznań ul. Karpia 25,0,Nieruchomości Mieszkania Nieruchomości Mieszkania
725,599990,3,89.1,1,Poznań Naramowice ul. Błażeja,0,Sprzedam atrakcyjny apartament jednopoziomowy - ulica Błażeja - BEZPOŚREDNIO BEZ POŚREDNIKÓW + ogródek 110 metrów MIESZKANIE: Powierzchnia - 89 10 m 3 pokoje: - salon - 32 60 m+ otwarta kuchnia - 11 m - pokój - 14 5 m - pokój - 10 2 m - dwie...
1626,343688,2,54.99,3,Poznań Poznań-Grunwald ul. Bosa,0,Przedstawiamy Państwu nową inwestycję w centrum Poznania dzielnica Grunwald. Kameralny Trzypiętrowy budynek zaprojektowany w stylu tradycyjnym pozwala zachować poczucie bezpieczeństwa i rodzinnej atmosfery. Nowe Kamienice to idealne miejsce dla...
732,315000,3,64,3,Poznań Nowe Miasto,0,Polecamy zadbane mieszkanie na Ratajach os.Armii Krajowej 64m2 3 pokojowe położone na 3 piętrze w niskim bloku. Stan mieszkania dobry. Pokoje niezależne (20 12 10m2) jasna kuchnia (strona zachodnia) łazienka i WC osobne balkon piwnica. W...
2541,459000,3,108,3,Poznań Grunwald ul. Palacza Grunwald Górczyn ,1,Polecam przestronne dwupoziomowe mieszkanie w doskonałej lokalizacji na Grunwaldzie przy ul. Palacza. Mieszkanie o pow. 108m2 na pierwszym poziomie znajduje się duży salon z otwartą kuchnią pokój oraz dwa tarasy - z widokiem na zieleń...
1430,190000,2,37.5,1,Poznań Grunwald Plewiska ul. Szałwiowa,0,Na sprzedaż zadbane czyste mieszkanie na Plewiskach w nowoczesnym budynku z przestronnym ogrodem i miejscem parkingowym dla każdego lokatora. Ofertowana nieruchomość znajduje sie w willi miejskiej z 2001 roku znajdującej się przy ulicy...
1573,235000,2,44,2,Poznań Grunwald ul. Poranek,0,Na sprzedaż mieszkanie w niskim bloku Poznań-Grunwald. 2 pokoje 44m2 II piętro cena 235 000zł Lokalizacja. Mieszkanie znajduje się w zielonej spokojnej okolicy na Grunwaldzie przy ul. Poranek. Położenie zapewnia pełny dostęp do sklepów ...
1320,320000,3,64,1,Poznań Piątkowo Wiogrady Sołacz ul. Batorego,0,Polecam na sprzedaż mieszkanie 3pokojowe na Piątkowie - Os. St. Batorego. Mieszkanie na parterze 3pokoje łazienka i toaleta osobno piwnica. Idealna lokalizacja czy dla studentów czy dla osób pracujących. W pobliżu sklepy lekarze koscół....
272,265000,3,47,3,Poznań Rataje ul. Os. Armii Krajowej,0,Na sprzedaż bardzo ładne 3 pokojowe mieszkanie w Poznaniu na os. Armii Krajowej. Mieszkanie o powierzchni 47 20 m2 znajduje się na 3-piętrze w niskim 4-piętrowym bloku. Układ: 3 niezależne ustawne pokoje (powierzchnia 15 m2 9 m2 i 7 m2) ...
31,235000,2,46,1,Poznań Rataje ul. Os. Rusa,0,Na sprzedaż ustawne mieszkanie 2-pokojowe w Poznaniu na os. Rusa. Mieszkanie o pow. 45 50 m2 znajduje się na wysokim parterze w 10-piętrowym bloku. Układ mieszkanie niezależny. Dwa oddzielne pokoje (pow 18 i 10 40 m2) jasna kuchnia (8 m2) ...
150,340000,2,45,4,Poznań Naramowice ul. Naramowicka,0,Zachęcam do zapoznania się z ofertą sprzedaży mieszkania w Poznaniu w pięknej pełnej zieleni okolicy Naramowic. Nieruchomość składa się z 2 niezależnych pokoi w tym jeden z balkonem kuchni z oknem łazienki z wc oraz korytarza. Blok...
2236,690000,5,138,1,Poznań ul. Serafitek Św.Rocha Rataje Nowe Miasto,1,OFERTA LICENCJONOWANEGO POŚREDNIKA - kupujesz bezpiecznie z ubezpieczeniem OC od transakcji. Polecam na sprzedaż 5 pokojowe mieszkanie w bardzo dobrym standardzie zlokalizowane na 1 piętrze niskiego bloku z cegły z 1999r przy ul. św. Rocha/...
792,224040,2,37.34,3,Poznań Wilda ul. Rolna 37 I 39,0,Nieruchomości Mieszkania Nieruchomości Mieszkania
1259,339700,2,43.44,6,Poznań Stare Miasto ul. Garbary,0,Polecam do sprzedaży ładne mieszkanie znajdujące się w kilkuletnim budynku położonym przy ulicy Garbary. Doskonała lokalizacja w ścisłym Centrum miasta 5 minut spacerem od Starego Rynku w pobliżu przystanków autobusowych i tramwajowych. Idealne...
1132,231000,2,42,1,Poznań ul. Umultowska,0,WIOSENNA PROMOCJA!!! MIESZKANIA W BARDZO ATRAKCYJNYCH CENACH!!! ZAPRASZAMY www.btm.poznan.pl Na sprzedaż mieszkanie na Piątkowie przy ul Umultowskiej 23 o pow. 42 0 m2 zlokalizowane na parterze. Na metraż mieszkania składają się dwa ustawne...
650,165000,1,29,1,Poznań Łazarz,0,Oferta Licencjonowanego Pośrednika - Gwarancją Bezpiecznej Transakcji Kawalerka o pow. ok. 30 m2 w stanie deweloperskim po kapitalnym remoncie odnowione położona na parterze w kamienicy z lat 60-tych w dzielnicy Łazarz. Mieszkanie usytuowane...
1063,199000,2,38,3,Poznań ul. Olszynka,0,Polecam na sprzedaż jasne mieszkanie z dwoma niezależnymi pokojami. Mieszkanie znajduje się na trzecim piętrze w dziesięciopiętrowym bloku z 1971 roku. Powierzchnia całego mieszkania wynosi 38 m2 duży pokój ok. 15 m2 kuchnia bez okna ok. 5 m2....
2086,595000,3,74,4,Poznań Nowe Miasto Rataje Malta ul. Milczańska,1,Zapraszam do oglądania i zakupu (lub wynajęcia) komfortowego apartamentu na osiedlu nowej zabudowy w sąsiedztwie jeziora Maltańskiego. Mieszkanie jest dwupoziomowe położone na IV piętrze w budynku z windą. 1 Poziom to 45 5 m2 – salon połączony z...
32,267379,2,46.42,1,Poznań Nowe Miasto ul. Smolna 13 D,0,Nieruchomości Mieszkania Nieruchomości Mieszkania
2353,174900,2,39.7,1,Poznań Stare Miasto ul. Święty Marcin,1,Do sprzedania lokal mieszkalny położony w oficynie kamienicy znajdującej się w sercu Poznania - przy ulicy Święty Marcin w pobliżu ulicy Ratajczaka na I piętrze. Mieszkanie ma powierzchnię użytkową 39 70 m2 i składa się z korytarza pokoju...
1580,219857,2,36.34,2,Poznań Winogrady ul. Hawelańska,0,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
1619,354000,2,60,2,Poznań Grunwald ul. Matejki,0,Prezentujemy Państwu atrakcyjną ofertę sprzedaży mieszkania o łącznej powierzchni 60m2 na drugim piętrze z windą rewitalizowanej kamienicy położonej przy ulicy Matejki w Poznaniu. Mieszkanie jest przestronne i ustawne z możliwością podziału...
1388,299052,3,43,1,Poznań Stare Miasto ul. Strzelecka Półwiejska,1,OFERTA ZWOLNIONA Z PROWIZJI OD KUPUJĄCEGO! OFERTA 0%! Na sprzedaż mieszkanie o powierzchni 42 6 m2 składające się z salonu z aneksem kuchennym 2 sypialni łazienki korytarza i balkonu. Nowa inwestycja przy ulicy Strzeleckiej w Poznaniu....
325,325000,3,61,3,Poznań Ogrody,0,Polecamy na sprzedaż bardzo ładnie położone mieszkanie 3-pokojowe na Ogrodach na trzecim piętrze w bloku 4-piętrowym.Mieszkanie składa się z trzech niezależnych pokoi kuchni łazienki i WC. W pobliżu znajduje się pętla tramwajowa i przystanki...
1374,299000,3,57.17,1,Poznań Winogrady ul. Hawelańska,0,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
142,169000,2,40,1,Poznań Wilda ul. 28 Czerwca 1956r. Kosińskiego Mdm,0,Polecam mieszkanie na sprzedaż - 40 m2 2 pokoje dobra lokalizacja blisko tramwaju i centrum Poznania! OFERTA W PROGRAMIE MDM! ZADZWOŃ I ZAPYTAJ O SZCZEGÓŁY DOFINANSOWANIA! *Przykładowa dopłata MDM dla osób nieposiadających dzieci wynosi 21...
570,328790,2,55,1,Poznań Jeżyce,0,STYLOWE MIESZKANIE W REWITALIZOWANEJ KAMIENICY. JEŻYCE. Przedmiotem oferty jest dwupokojowe mieszkanie o powierzchni 55m2 (pokój z aneksem 26 50m2 pokój 20m2 łazienka 5m2 korytarz 3 50m2) znajdujące się na pierwszym piętrze zrewitalizowanej...
931,295000,3,75,4,Poznań Łazarz Grunwald ul. Artura Grottgera,1,Polecam na sprzedaż mieszkanie przy ulicy Grottgera w dzielnicy Łazarz niedaleko Palmiarni. Na powierzchnię mieszkania 75m2 składają się: 3 pokoje kuchnia łazienka duży korytarz oraz pomieszczenie strychowe (można je przerobić na dodatkowy...
299,480000,3,66,1,Poznań ul. 23 Lutego,0,Bezpieczna Transakcja z Pośrednikiem 19 lat doświadczeń na rynku nieruchomości !!! Mieszkanie Sprzedaż Poznań Centrum Stare Miasto okolice Starego Rynku 3 pokoje Polecam na sprzedaż mieszkanie nowe w stanie deweloperskim położone na 1 piętrze w...
347,240000,2,39,2,Poznań Wilda Dębiec ul. Czeremchowa,0,Oferuję na sprzedaż dwupokojowe mieszkanie przy ul. Czeremchowa. Mieszkanie jest w stanie deweloperskim. Mieszkanie na drugim piętrze czteropiętrowego bloku z 2015 roku. Mieszkanie składa się z dwóch pokoi kuchni łazienki przedpokoju o...
905,512100,3,56.9,1,Poznań ul. Apartamenty Klifowa W Rewalu Z Widokiem N,0,Apartamenty Klifowa Rewal z widokiem na morze. Z OGROMNĄ PRZYJEMNOŚCIĄ CHCIELIBYŚMY POINFORMOWAĆ PAŃSTWA O ROZPOCZĘCIU BUDOWY ORAZ SPRZEDAŻY PIERWSZEGO ETAPU APARTAMENTÓW KLIFOWA REWAL W UROKLIWEJ MIEJSCOWOŚCI REWAL KTÓRA STAJE SIĘ JEDNYM Z...
1189,286000,1,39,1,Poznań Jeżyce ul. Zwierzyniecka Gajowa,0,Kawalerka blisko Centrum wolna od zaraz w budynku Ataner przy ulicy Zwierzynieckiej! Mieszkanie położone na pierwszym piętrze składa się z pokoju z ankesem kuchennym łazienki oraz korytarza o powierzchnia 38 2 Okna PCV. Ściany wygładzone. Podłogi...
482,590000,4,150,3,Poznań Jeżyce Grunwald Łazarz ul. Matejki,0,Mieszkanie 150 m2 na Łazarzu w pięknie odnowionej kamienicy. Główne atuty nieruchomości: • bliskość komunikacji miejskiej • bliskość terenów zielonych Nieruchomość złożona z: • pokój 30 m.kw • pokój 20 m.kw • pokój 30 m.kw • pokój 20 m.kw •...
456,320000,3,62,1,Poznań Grunwald,0,IDEALNA OFERTA DLA MŁODYCH ! TRZY POKOJE W CENIE DWÓCH ! MIEJSCE W HALI GARAŻOWEJ! Polecam atrakcyjne mieszkanie położone na małym kameralnym osiedlu zaciszna uliczka na Poznańskim Grunwaldzie. Nieruchomość znajduje się na pierwszym piętrze...
1118,264000,3,47.3,4,Poznań Winogrady ul. Os. Kosmonautów,0,Polecam na sprzedaż 3-pokojowe mieszkanie na os. Kosmonautów w Poznaniu (Winogrady). Mieszkanie jest zadbane. Zostały w nim wymienione okna piony kanalizacyjne kaloryfery. W pokojach znajduje się parkiet. Nadaje się do zamieszkania bez...
83,319000,3,66.5,7,Poznań Rataje ul. Os. Stare Żegrze,0,Weychan Nieruchomości Beata Długosz tel.: 516 427 512 poleca mieszkanie na Ratajach os. Stare Żegrze. Pow. 66 5 mkw 3 pokoje piętro 7/11. Rozkład pomieszczeń: - pokoje 22 12 i 9 mkw z największego wyjście na loggię; - oddzielna kuchnia z...
1131,170000,1,26,1,Poznań Osiedle Warszawskie ul. Warszawska,0,OFERTA WSTRZYMANA! Polecam na sprzedaż atrakcyjną kawalerkę o powierzchni 25 2m2 przy ulicy Warszawskiej w Poznaniu. Lokal znajduję na parterze 4 piętrowego budynku z 1963 roku. Mieszkanie składa się z przestronnego pokoju korytarza kuchni ...
1040,255000,2,52,2,Poznań Grunwald ul. Mieszkanie Z Dopłatą Z Mdm-U,0,Zachęcam do zapoznania się z ofertą sprzedaży mieszkania dwupokojowego z balkonem w bloku z lat 50-tych w centrum Poznania przy ulicy Bukowskiej - inwestycja na lata mieszkanie w znakomitej lokalizacji pod wynajem dla studentów. Perfekcyjna...
1534,249000,2,48,3,Poznań Wilda Łazarz Grunwald Dębiec ul. Azaliowa - Polecam!!!,1,BEZPIECZNA TRANSAKCJA JEDYNIE Z DOŚWIADCZONYM I LICENCJONOWANYM POŚREDNIKIEM!!! 100 % SATYSFAKCJI Z ZAKUPU!!! Polecam do zakupu mieszkanie 2 pokojowe położone na Dębcu ( ul. Azaliowa ). Na 49 m2 składają się dwa ustawne i nieprzechodnie pokoje ...
241,499000,2,60,7,Poznań Rataje ul. Os. Piastowskie,0,Polecam do najmu komfortowe dwupokojowe mieszkanie blisko centrum Poznania. Mieszkanie znajduje się w apartamentowcu PELIKAN (os. Piastowskie 120). Głównym atutem apartamentu jest jego prestiżowa lokalizacja charakter i jakość wykończenia które...
837,353941,3,59.99,2,Poznań Grunwald ul. Matejki,0,Kamienica Matejki to inwestycja położona w najpiękniejszej części Grunwaldu otoczonej licznymi terenami zielonymi. Bliskość ulic Grunwaldzkiej i Głogowskiej gwarantuje łatwy i szybki dojazd do Centrum Poznania oraz szlaków komunikacyjnych. W...
1636,329000,3,70.1,3,Poznań Rataje ul. Os.Orła Białego,0,OKAZJA. Przedmiotem sprzedaży jest mieszkanie trzypokojowe o powierzchni ok.70 1m2 w Poznaniu w dzielnicy RATAJE osiedle Orła Białego. Lokal mieści się na trzecim piętrze budynku jedenastokondygnacyjnego wybudowanego w 1983roku. Drzwi wejściowe...
1037,225000,2,50,2,Poznań Ogrody Jeżyce ul. Dąbrowskiego Szamotulska,0,Zapraszam do zapoznania się z ofertą sprzedaży przestronnego i funkcjonalnego mieszkania położonego w pobliżu ulicy Dąbrowskiego w Poznaniu. Atrakcyjna lokalizacja zapewniająca szybką komunikację z centrum miasta oraz bliskość terenów...
1575,259000,2,51.4,3,Poznań Dębiec ul. Limbowa,0,Rozkładowe przestronne mieszkanie na trzecim piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Dębiec. Dwa pokoje okna wychodzące na wschód zachód; widok na inne budynki. Standard wykończenia: Ściany - boazeria glazura gładź gipsowa;...
2227,278000,2,51.8,3,Poznań Stare Miasto ul. Ratajczaka,1,Dwupokojowe mieszkanie w ścisłym centrum Poznania. Główne atuty nieruchomości: • prestiżowa lokalizacja • doskonała komunikacja z centrum • bliskość komunikacji miejskiej Nieruchomość złożona z: • pokój 17 m.kw • pokój 17 m.kw • kuchnia...
1071,384000,2,62.59,3,Poznań Wilda ul. Górna Wilda,0,Przestronne mieszkanie na trzecim piętrze w kamienicy w Poznaniu w dzielnicy Wilda. Dwa pokoje z aneksem kuchennym okna wychodzące na północ południe wschód zachód; widok na panoramę miasta. Standard wykończenia: Ściany - gładź gipsowa;...
1611,229000,2,45.2,3,Poznań Grunwald Dobra Lokalizacja ! ul. Edmunda Taczanowskiego,0,GRUNWALD ULICA TACZANOWSKIEGO - SŁONECZNE MIESZKANIE 2 POKOJOWE NA III PIĘTRZE W NISKIM BLOKU Z CEGŁY. Powierzchnia mieszkania: 45 20 m2. Układ pomieszczeń - niezależny. POKÓJ DZIENNY z wyjściem na niewielki BALKON od strony...
1012,344101,3,56.41,3,Poznań Winogrady ul. Hawelańska,0,Nieruchomości Mieszkania Nieruchomości Mieszkania
1057,419000,3,65,2,Poznań Stare Miasto ul. Karpia,0,Polecam na sprzedaż dwupokojowe mieszkanie położone przy ul. Karpia na zamkniętym strzeżonym osiedlu. Mieszkanie w stanie idealnym wykończone w wysokim standardzie. Trzypokojowe na mieszkanie składają się: salon w wyjściem na loggię dwie...
1041,149000,1,20,5,Poznań Ogrody ul. Szpitalna,0,Polecam na sprzedaż przytulną i ustawną kawalerkę zlokalizowaną na Ogrodach. Mieszkanie znajduje się na 5 piętrze ocieplonego bloku z cegły wybudowanego w latach 70. Metraż 20 m2. Mieszkanie po remoncie. Na podłodze w pokoju panele w kuchni ...
1441,254000,2,44,2,Poznań Grunwald,0,Przedstawiamy Państwu ofertę zakupu mieszkania 2 pokojowego położonego na 2 piętrze czterokondygnacyjnego 10 - letniego budynku zbudowanego z cegły w nowych technologiach. Mieszkanie wolne od zaraz. W jego skład wchodzą pomieszczenia o...
434,299000,3,53,4,Poznań Grunwald ul. Swoboda,0,Rozkładowe przytulne mieszkanie na parterze w bloku mieszkalnym w Poznaniu w dzielnicy Grunwald. Trzy pokoje okna wychodzące na wschód zachód; widok na panoramę miasta. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - PCV; Okna -...
1568,219900,2,46.9,3,Poznań Luboń ul. Osiedlowa,0,Zapraszam do zapoznania się z ofertą 2 pokojowego mieszkania na sprzedaż położonego w Luboniu przy ul. Osiedlowej. Mieszkanie o powierzchni 46 90m2 obejmuje: pokoje 20 5m2 z dużym balkonem 10 7m2 kuchnię 6 5m2 łazienka z wc W zabudowie...
175,160000,1,29,1,Poznań Łazarz ul. Łukaszewicza,0,Polecam na sprzedaż ładną kawalerkę przy ul. Łukaszewicza w Poznaniu. Mieszkanie znajduje się na wysokim parterze w niskim bloku. Mieszkanie ma powierzchnie 29m2 i składa się z: przedpokoju 2 7m2 pokoju 17 5m2 kuchni 6m2 oraz łazienki 2 6m2....
1992,245000,2,48,3,Poznań Winogrady Piątkowo ul. Piątkowska,1,Polecam na sprzedaż mieszkanie zlokalizowane na Poznańskich Winogradach przy ul. Piątkowskiej. Mieści się na 3 piętrze w bloku z windą. Na metraż 48m2 składa się: - z dwóch niezależnych pokoi ściany wygładzone (na podłodze panele) - osobnej...
138,340000,3,65,2,Poznań Winogrady ul. Os. Kosmonautów,0,Polecam na sprzedaż 3 pokojowe mieszkanie znajdujące się na 2 piętrze w niskim bloku na poznańskim osiedlu Kosmonautów. Jego powierzchnia to 64 8 m2 w skład której wchodzi: salon z balkonem (ok.25m2); sypialnia (ok.12m2); sypialnia (ok.11m2);...
4478,350000,3,100,1,Poznań Jeżyce ul. Rynek Jeżycki Dąbrowskiego,1,Polecam na sprzedaż mieszkanie o pow. ok. 100 m2 przy ulicy DĄBROWSKIEGO- w bezpośrednim sąsiedztwie Rynku Jeżyckiego. DOSKONAŁA LOKALIZACJA- w samym CENTRUM miasta. Okna od dziedzińca i od ulicy. DUŻY POTENCJAŁ ARANŻACYJNY- IDEALNE NA...
693,380000,3,74,1,Poznań Stare Miasto ul. Os. Bolesława Chrobrego,0,Polecam na sprzedaż 3-pokojowe mieszkanie 74m2. Własnościowe z księgą wieczystą. Klatka schodowa czysta i zadbana. Mieszkanie jest bardzo ciche ciepłe i jasne . Cena: 380 000 Umeblowanie takie jak na zdjęciach. W cenie pozostaje zabudowa...
420,289000,2,46,3,Poznań Piątkowo ul. Stefana Batorego,0,Polecam do sprzedaży dwupokojowe mieszkanie o powierzchni 46m2 na zamkniętym strzeżonym osiedlu wybudowanym przez firmę deweloperską ATANER. Lokal składa się z 2 niezależnych pokoi kuchni częściowo otwartej na pokój łazienki razem z WC oraz...
654,245000,2,54,2,Poznań Grunwald Ogrody Jeżyce ul. Husarska,1,Mieszkanie 2 pokojowe w niskim bloku z cegły. Ciepłe funkcjonalne przytulne mieszkanie na 2 piętrze w niskim bloku trzy piętrowym z cegły - dzielnica Grunwald okolice ulic Husarska Cześnikowska Rycerska. Powierzchnia całkowita mieszkania...
764,222000,2,38,1,Poznań Winogrady Piątkowo Sołacz Naramowice P ul. Kosmoanutów,0,Zapraszamy do zapoznania się z ofertą sprzedaży mieszkania 2 pokojowego na os. Kosmonautów- WINOGRADY w wysokim bloku na I piętrze. Na metraż 38m sładają się 2 pokoje (14m 10m) kuchnia ok 4m2 łazienka 3 5 m oraz korytarz. Mieszkanie po...
1038,199000,2,70,4,Poznań Jeżyce ul. Staszica,1,Zapraszam do zapoznania się z ofertą sprzedaży przestronnego mieszkania położonego przy ulicy Staszica w Poznaniu. Lokalizacja zapewniająca szybką i wygodną komunikację z ścisłym centrum miasta oraz możliwość korzystania z pobliskich terenów...
246,215000,2,46,1,Poznań Łazarz,0,UWAGA! PROWIZJĘ BIURA POKRYWA WŁAŚCICIEL! Polecam Państwa uwadze dwupokojowe mieszkanie w okolicach Głogowskiej ul. Załęże. Mieszkanie usytuowane jest na pierwszym piętrze (budynek czteropiętrowy ocieplony elewacja czysta po remoncie)....
255,324900,4,74,3,Poznań Piątkowo ul. Os.Bolesława Chrobrego,0,Bardzo ładne mieszkanie 4-pokojowe o powierzchni 74m2 położone w Poznaniu na Piątkowie na os.B.Chrobrego w niskiej zabudowie w bardzo ładnym spokojnym miejscu. Dogodny szybki dojazd do centrum miasta także szybkim tramwajem lub komunikacją...
318,324000,3,68,6,Poznań Grunwald ul. Hetmańska,0,Polecam na sprzedaż Poznań Grunwald - 3pok. 68m2 CENA: 324 000 zł - spółdzielcze własnościowe z KW - 6p./6p. budynek z cegły - czynsz 375 zł - winda - loggia - piwnica - ogrzewanie C.O. Mieszkanie zlokalizowane przy ul....
3256,233000,2,42,5,Poznań Wilda ul. Fabryczna - 2002 R.,1,Polecam do sprzedaży mieszkanie dwupokojowe położone nieopodal centrum (2 km od Starego Rynku) na poznańskiej Wildzie przy ulicy Fabrycznej. Świetna infrastruktura komunikacja w każdy zakątek Poznania czynią tą ofertę atrakcyjną. Sam lokal...
476,269070,2,45,3,Poznań Jeżyce ul. Jackowskiego,0,STYLOWE MIESZKANIE W KAMIENICY UL. JACKOWSKIEGO Polecamy mieszkanie o powierzchni ok. 44 m2 w rewitalizowanej zabytkowej kamienicy w sercu poznańskich Jeżyc. Słoneczne i przestrzenne mieszkanie na parterze budynku o bardzo dużym potencjale....
1480,430000,3,86.5,1,Poznań Poznań-Wilda ul. Wierzbięcice,0,Polecam na sprzedaż 3-pokojowe mieszkanie w kamienicy na poznańskiej Wildzie. Budynek bardzo zadbany - strona od dziedzińca ocieplona i odnowiona. Mieszkanie położone jest na 1 pietrze w 4 piętrowej kamienicy. Mieszkanie bardzo zadbane urządzone...
1363,311360,3,55.6,3,Poznań Rataje ul. Bnińska,0,Willa Komandoria to wymarzone miejsce do życia łączące w sobie wszystkie zalety mieszkania w mieście z urokami zielonych przedmieść. Inwestycja położona jest przy ul. Bnińskiej w Poznaniu skąd krok na Maltę gdzie z całą rodziną można aktywnie...
65,329000,3,70,8,Poznań Nowe Miasto ul. Orła Białego,0,Przedmiotem sprzedaży jest mieszkanie trzypokojowe o powierzchni ok.70 1m2 3 piętro w Poznaniu w dzielnicy RATAJE Osiedle Orła Białego. Drzwi wejściowe podwójne. Okna PCV. Ściany i sufity malowane farbami emulsyjnymi. Trzy pokoje wejście...
1153,302424,1,31.21,1,Poznań Stare Miasto ul. Dominikańska,0,Zapraszamy do zapoznania się z nową inwestycją firmy Jakś-Bud! Dominikańska 9 oferuje 52 luksusowe apartamenty o powierzchni od 31 m2 do ponad 200 m2. W cenie już od 7.960 zł./m2 brutto. Ulica Dominikańska znajduje się w samym sercu Poznania i...
45,345000,3,84,1,Poznań Winogrady Stare Miasto ul. Powstańców Warszawy,0,*** KUPUJ BEZPIECZNIE *** OFERTA LICENCJONOWANEGO POŚREDNIKA TO GWARANCJA BEZPIECZNEJ TRANSAKCJI Polecam na sprzedaż trzypokojowe mieszkanie w rewelacyjnej lokalizacji na Os. Powstańców Warszawy. Osiedle monitorowane bardzo zielone spokojne i...
1561,259000,2,49,8,Poznań Piątkowo Winogrady Sołacz ul. Śmiałego Os.,0,POLECAM NA SPRZEDAŻ mieszkanie położone na poznańskim Piątkowie na osiedlu Bolesława Śmiałego w bloku 16 piętrowym na 8 piętrze. Mieszkanie o powierzchni 49 m2 obejmuje: - pokój 18 m2 z zadaszonym balkonem - pokój 11 5 m2 - kuchnię 9 m2...
1272,305000,2,58,1,Poznań Podolany ul. Omańkowska,0,Oferta na wyłączność Polecam na sprzedaż śliczne mieszkanie z ogródkiem przy ulicy Omańkowskiej. Nieruchomość składa się z 2 pokoi oddzielnej kuchni łazienki korytarza oraz pomieszczenia gospodarczego. Mieszkanie o powierzchni 54m2 +...
1484,560000,3,68,5,Poznań ul. Kazimierza Wielkiego Galileo,1,Polecam gustowny przestronny penthouse w nowym apartamentowcu Galileo przy ul. Kazimierza Wielkiego - Centrum zlokalizowany na ostatnim 5 piętrze z panoramicznym widokiem. Lokal o metrażu 67 m 2 rozkład: salon z aneksem kuchennym...
542,219000,2,46,4,Poznań ul. Jaworowa Dopłata Mdm,0,Przestronne dwa pokoje MDM nr ogłoszenia w biurze 14/MK/2 Atrakcyjne 2-pokojowe mieszkanie na 4 piętrze niskiego bloku w pobliżu pętli Dębiec w spokojnej okolicy ul. Jaworowej Na powierzchni 45 65m2 znajdują się następujące pomieszczenia: >...
2376,298000,2,60,2,Poznań ul. Rybaki,1,BEZPIECZNA TRANSAKCJA TYLKO Z LICENCJONOWANYM POŚREDNIKIEM!!! Polecam mieszkanie dwupokojowe z możliwością aranżacji trzeciego pokoju w doskonałej lokalizacji! Samo Centrum Poznania pełna infrastruktura doskonały dostęp do komunikacji...
282,299000,4,73.78,1,Poznań Grunwald ul. Plewiska Ul. Fabianowska 77,0,Prezentujemy mieszkanie na pietrze w zabudowie szeregowej dwulokalowej jednorodzinnej na Słonecznych Tarasach 2 w podpoznańskich Plewiskach przy ul. Fabianowskiej 77. Typ mieszkania: F3' Zapraszamy do kontaktu z działem firmy Twoje M
1245,335011,4,72.93,1,Poznań Plewiska Luboń Dąbrówka Komorniki Grunwald ul. Szkolna 107,0,Kominek
757,156000,1,31,1,Poznań Sypniewo,0,OFERTA LICENCJONOWANEGO POŚREDNIKA- GWARANCJĄ BEZPIECZNEJ TRANSAKCJI Cena do negocjacji dla zdecydowanego klienta Mieszkanie- jednopokojowe własnościowe z KW o pow. 31 21m2 położne na kameralnym zamkniętym osiedlu w...
